place_value,place_port_or_location,broad_region_value,specific_region_value,broad_region,specific_region_country_or_colony
60899,"Southeast Africa and Indian Ocean islands, port unspecified",60000,60800,Africa,Southeast Africa and Indian Ocean islands
60901,Princes Island and Elmina,60000,60900,Africa,Other Africa
60902,Angola (possibly New Calabar),60000,60900,Africa,Other Africa
60903,Senegambia or Sierra Leone,60000,60900,Africa,Other Africa
60908,West of Cape Apolonia,60000,60900,Africa,Other Africa
60909,Angola to Ardra,60000,60900,Africa,Other Africa
60912,Windward + Ivory + Gold + Benin,60000,60900,Africa,Other Africa
60913,C.C. Castle and Windward,60000,60900,Africa,Other Africa
60914,Gold Coast + Bight of Benin + Bight of Biafra,60000,60900,Africa,Other Africa
60915,Bights,60000,60900,Africa,Other Africa
60916,Windward Coast (Nunez-Assini),60000,60900,Africa,Other Africa
60917,"Gold Coast, Fr. definition",60000,60900,Africa,Other Africa
60981,Causacoo (location undetermined),60000,60900,Africa,Other Africa
60982,Cape St Martha (location undetermined),60000,60900,Africa,Other Africa
60983,Casnasonis (locationundetermined),60000,60900,Africa,Other Africa
60984,Massa (location undetermined),60000,60900,Africa,Other Africa
60985,Touau-Toro (location undetermined),60000,60900,Africa,Other Africa
60986,Cape Logas (location undetermined),60000,60900,Africa,Other Africa
60999,"Africa., port unspecified",60000,60900,Africa,Other Africa
80201,"Guecka, location undetermined",80000,80200,Other,Americas
80202,"Rocus, location undetermined",80000,80200,Other,Americas
80203,"Kalas, location undetermined",80000,80200,Other,Americas
80204,"Imfors Bay, location undetermined",80000,80200,Other,Americas
80205,"Marrader (Morada?), location undetermined",80000,80200,Other,Americas
80499,"Spanish Americas, port unspecified",80000,80400,Other,Spanish Americas
80501,"Kingston, Savannah, Maryland",80000,80500,Other,British Americas
80599,"British Americas, port unspecified",80000,80500,Other,British Americas
80601,Bengal,80000,80600,Other,India
80602,Goa,80000,80600,Other,India
80603,Calcutta,80000,80600,Other,India
80604,Basse Indres,80000,80600,Other,India
80703,British plantations,80000,80700,Other,Non-geographical
80704,Non-British,80000,80700,Other,Non-geographical
80705,Captured by WIC,80000,80700,Other,Non-geographical
80706,Captured interloper,80000,80700,Other,Non-geographical
80707,Prize (unknown place),80000,80700,Other,Non-geographical
80708,Prize (taken from Dutch),80000,80700,Other,Non-geographical
80709,Prize (taken from French),80000,80700,Other,Non-geographical
80710,Prize (taken from Spanish),80000,80700,Other,Non-geographical
80711,Sold at sea to another vessel,80000,80700,Other,Non-geographical
80712,Wreck,80000,80700,Other,Non-geographical
80713,Slaves rescued at sea from a shipwreck,80000,80700,Other,Non-geographical
80714,Prize (taken from Portuguese),80000,80700,Other,Non-geographical
80715,Prize (taken from USA),80000,80700,Other,Non-geographical
80716,Taken at sea from pirates,80000,80700,Other,Non-geographical
80717,Seized at sea by Spanish officials,80000,80700,Other,Non-geographical
80799,Other non-geographical,80000,80700,Other,Non-geographical
80399,"Asia e Africa, port unspecified",80000,80300,Other,Asia e Africa
80401,"Spanish American Mainland, port unspecified",80000,80400,Other,Spanish Americas
80199,"East Indies, port unspecified",80000,80100,Other,East Indies
80299,"Americas, port unspecified",80000,80200,Other,Americas
50599,"Brazil, region unspecified",50000,50500,Brazil,Other Brazil
60101,Albreda,60000,60100,Africa,Senegambia and offshore Atlantic
45099,"Ecuador, port unspecified",40000,45000,Spanish Mainland Americas,Ecuador
50102,Maranhão,50000,50100,Brazil,Amazonia
44001,Valparaiso,40000,44000,Spanish Mainland Americas,Chile
43001,Lima,40000,43000,Spanish Mainland Americas,Peru
36599,"French Caribbean, colony unspecified",30000,36500,Caribbean,Other French Caribbean
37010,St. Croix,30000,37000,Caribbean,Danish West Indies
35101,Annotto Bay,30000,35100,Caribbean,Jamaica
34399,"St. Vincent, port unspecified",30000,34300,Caribbean,St. Vincent
34499,"Grenada, port unspecified",30000,34400,Caribbean,Grenada
34599,"Trinidad, port unspecified",30000,34500,Caribbean,Trinidad
34601,Zion Hill,30000,34600,Caribbean,Tobago
34199,"St. Lucia, port unspecified",30000,34100,Caribbean,St. Lucia
34201,King's Harbour,30000,34200,Caribbean,Barbados
33799,"Montserrat, port unspecified",30000,33700,Caribbean,Montserrat
33801,Roseau,30000,33800,Caribbean,Dominica
33599,"St. Kitts, port unspecified",30000,33500,Caribbean,St. Kitts
33601,Newcastle (Nevis),30000,33600,Caribbean,Nevis
33299,"Tortola, port unspecified",30000,33200,Caribbean,Tortola
33399,"Anguilla, port unspecified",30000,33300,Caribbean,Anguilla
33401,Saint John (Antigua),30000,33400,Caribbean,Antigua
